1.000000000000000000e+00;2.798659872004262070e+03
2.000000000000000000e+00;2.877378737005908988e+03
3.000000000000000000e+00;2.951866032062021077e+03
4.000000000000000000e+00;3.038622749034424487e+03
5.000000000000000000e+00;3.124765983695614068e+03
6.000000000000000000e+00;3.215949642859646247e+03
7.000000000000000000e+00;3.318623253727367683e+03
8.000000000000000000e+00;3.432789283686501676e+03
9.000000000000000000e+00;3.580850043109188846e+03
1.000000000000000000e+01;3.704605238993137391e+03
1.100000000000000000e+01;3.711972410119093638e+03
1.200000000000000000e+01;3.405696020636333742e+03
1.300000000000000000e+01;3.368205858643917963e+03
1.400000000000000000e+01;3.149318510314662035e+03
1.500000000000000000e+01;2.943161312482037829e+03
1.600000000000000000e+01;2.783128563517709608e+03
1.700000000000000000e+01;2.659098590364570555e+03
1.800000000000000000e+01;2.560357322603935245e+03
1.900000000000000000e+01;2.475175696230925041e+03
2.000000000000000000e+01;2.415178696350088558e+03
2.100000000000000000e+01;2.365712282964510450e+03
2.200000000000000000e+01;2.336748964328022339e+03
2.300000000000000000e+01;2.293826511800702519e+03
2.400000000000000000e+01;2.274075970307231728e+03
2.500000000000000000e+01;2.262605309089379716e+03
2.600000000000000000e+01;2.268626183750289329e+03
2.700000000000000000e+01;2.276638913227861849e+03
2.800000000000000000e+01;2.299356824920615963e+03
2.900000000000000000e+01;2.333772397501769774e+03
3.000000000000000000e+01;2.360460336041384835e+03
3.100000000000000000e+01;2.399770981557678624e+03
3.200000000000000000e+01;2.440297600605631487e+03
3.300000000000000000e+01;2.498021239161368612e+03
3.400000000000000000e+01;2.553656794779231859e+03
3.500000000000000000e+01;2.623405808174623871e+03
3.600000000000000000e+01;2.685446029398363862e+03
