1.000000000000000000e+00;3.992596160000000000e+08
2.000000000000000000e+00;4.104897280000000000e+08
3.000000000000000000e+00;4.211161600000000000e+08
4.000000000000000000e+00;4.334929600000000000e+08
5.000000000000000000e+00;4.457822400000000000e+08
6.000000000000000000e+00;4.587905920000000000e+08
7.000000000000000000e+00;4.734381120000000000e+08
8.000000000000000000e+00;4.897251520000000000e+08
9.000000000000000000e+00;5.108476480000000000e+08
1.000000000000000000e+01;5.285026880000000000e+08
1.100000000000000000e+01;5.295536960000000000e+08
1.200000000000000000e+01;4.858600000000000000e+08
1.300000000000000000e+01;4.805116160000000000e+08
1.400000000000000000e+01;4.492849280000000000e+08
1.500000000000000000e+01;4.198743360000000000e+08
1.600000000000000000e+01;3.970439040000000000e+08
1.700000000000000000e+01;3.793496640000000000e+08
1.800000000000000000e+01;3.652631360000000000e+08
1.900000000000000000e+01;3.531110400000000000e+08
2.000000000000000000e+01;3.445518080000000000e+08
2.100000000000000000e+01;3.374948800000000000e+08
2.200000000000000000e+01;3.333629440000000000e+08
2.300000000000000000e+01;3.272395840000000000e+08
2.400000000000000000e+01;3.244219520000000000e+08
2.500000000000000000e+01;3.227855360000000000e+08
2.600000000000000000e+01;3.236444800000000000e+08
2.700000000000000000e+01;3.247875840000000000e+08
2.800000000000000000e+01;3.280285440000000000e+08
2.900000000000000000e+01;3.329383040000000000e+08
3.000000000000000000e+01;3.367456320000000000e+08
3.100000000000000000e+01;3.423537280000000000e+08
3.200000000000000000e+01;3.481352960000000000e+08
3.300000000000000000e+01;3.563702080000000000e+08
3.400000000000000000e+01;3.643072320000000000e+08
3.500000000000000000e+01;3.742576960000000000e+08
3.600000000000000000e+01;3.831084160000000000e+08
